date,product,category,price,quantity,revenue,region
2025-01-13,Shoes,Fashion,7276,4,29104,West
2025-01-14,Phone,Electronics,16162,9,145458,West
2025-01-15,Laptop,Electronics,72534,3,217602,South
2025-01-16,Headphones,Electronics,11531,1,11531,South
2025-01-16,Watch,Fashion,16547,4,66188,East
2025-01-17,Watch,Fashion,11286,2,22572,South
2025-01-17,Shoes,Fashion,4638,8,37104,East
2025-01-17,Phone,Electronics,77535,8,620280,East
2025-01-17,Laptop,Electronics,72459,4,289836,North
2025-01-17,Phone,Electronics,60675,2,121350,West
2025-01-18,Shoes,Fashion,6541,6,39246,South
2025-01-18,Watch,Fashion,15697,9,141273,North
2025-01-18,Shoes,Fashion,1236,7,8652,East
2025-01-18,Watch,Fashion,5099,2,10198,East
2025-01-18,Shoes,Fashion,5207,7,36449,North
2025-01-19,Watch,Fashion,12595,2,25190,West
2025-01-19,Phone,Electronics,46385,2,92770,North
2025-01-19,Watch,Fashion,13365,2,26730,East
2025-01-19,Laptop,Electronics,99095,1,99095,North
2025-01-19,Headphones,Electronics,3337,5,16685,North
2025-01-19,Headphones,Electronics,7181,6,43086,North
2025-01-20,Laptop,Electronics,144898,10,1448980,West
2025-01-20,Phone,Electronics,45091,4,180364,West
2025-01-20,Headphones,Electronics,11052,4,44208,North
2025-01-21,Shoes,Fashion,1563,6,9378,West
2025-01-21,Phone,Electronics,15380,1,15380,West
2025-01-21,Watch,Fashion,8763,6,52578,South
2025-01-21,Watch,Fashion,18094,5,90470,South
2025-01-21,Headphones,Electronics,3030,3,9090,East
2025-01-21,Headphones,Electronics,3849,6,23094,North
2025-01-22,Phone,Electronics,65779,4,263116,West
2025-01-22,Headphones,Electronics,10838,7,75866,South
2025-01-22,Watch,Fashion,14486,5,72430,West
2025-01-22,Headphones,Electronics,9133,4,36532,North
2025-01-22,Headphones,Electronics,3132,1,3132,West
2025-01-22,Headphones,Electronics,14451,8,115608,East
2025-01-22,Phone,Electronics,72708,7,508956,East
2025-01-22,Watch,Fashion,13275,10,132750,East
2025-01-23,Headphones,Electronics,6036,3,18108,North
2025-01-23,Laptop,Electronics,94898,9,854082,West
2025-01-24,Watch,Fashion,15903,1,15903,South
2025-01-24,Laptop,Electronics,135757,8,1086056,South
2025-01-24,Watch,Fashion,17317,8,138536,North
2025-01-24,Watch,Fashion,18099,8,144792,South
2025-01-24,Shoes,Fashion,5441,3,16323,West
2025-01-24,Headphones,Electronics,11975,9,107775,North
2025-01-24,Headphones,Electronics,2622,2,5244,North
2025-01-24,Headphones,Electronics,5104,8,40832,South
2025-01-24,Watch,Fashion,4206,1,4206,East
2025-01-24,Phone,Electronics,23431,1,23431,North
2025-01-24,Laptop,Electronics,85930,9,773370,West
2025-01-25,Phone,Electronics,48629,1,48629,South
2025-01-25,Phone,Electronics,59869,3,179607,North
2025-01-25,Headphones,Electronics,11753,6,70518,North
2025-01-25,Phone,Electronics,30102,2,60204,South
2025-01-26,Laptop,Electronics,90079,4,360316,South
2025-01-26,Laptop,Electronics,98574,4,394296,West
2025-01-26,Phone,Electronics,41075,9,369675,North
2025-01-26,Headphones,Electronics,8635,7,60445,East
2025-01-26,Headphones,Electronics,11633,4,46532,South
2025-01-27,Headphones,Electronics,9298,7,65086,South
2025-01-27,Phone,Electronics,56445,2,112890,North
2025-01-27,Phone,Electronics,64374,5,321870,East
2025-01-27,Laptop,Electronics,135355,2,270710,West
2025-01-28,Shoes,Fashion,5828,8,46624,South
2025-01-28,Phone,Electronics,47244,10,472440,South
2025-01-28,Phone,Electronics,53880,1,53880,West
2025-01-28,Headphones,Electronics,9319,9,83871,East
2025-01-28,Shoes,Fashion,1721,1,1721,East
2025-01-29,Watch,Fashion,6316,4,25264,East
2025-01-29,Phone,Electronics,23499,5,117495,West
2025-01-29,Shoes,Fashion,2697,7,18879,East
2025-01-30,Shoes,Fashion,4383,10,43830,West
2025-01-30,Headphones,Electronics,5451,8,43608,South
2025-01-30,Shoes,Fashion,2213,8,17704,South
2025-01-30,Phone,Electronics,52554,1,52554,East
2025-01-30,Headphones,Electronics,4591,8,36728,West
2025-01-30,Phone,Electronics,70179,3,210537,West
2025-01-31,Phone,Electronics,64613,6,387678,West
2025-01-31,Laptop,Electronics,66924,1,66924,South
2025-01-31,Watch,Fashion,4994,8,39952,North
2025-01-31,Shoes,Fashion,7924,1,7924,East
2025-02-01,Shoes,Fashion,1778,10,17780,North
2025-02-01,Phone,Electronics,57221,2,114442,West
2025-02-02,Laptop,Electronics,62073,5,310365,North
2025-02-02,Headphones,Electronics,4179,8,33432,West
2025-02-02,Laptop,Electronics,82262,8,658096,East
2025-02-02,Laptop,Electronics,133671,6,802026,South
2025-02-02,Phone,Electronics,19926,8,159408,South
2025-02-03,Watch,Fashion,16688,8,133504,West
2025-02-03,Watch,Fashion,11112,5,55560,South
2025-02-03,Phone,Electronics,25745,1,25745,North
2025-02-03,Shoes,Fashion,6319,1,6319,East
2025-02-03,Phone,Electronics,38645,3,115935,South
2025-02-04,Phone,Electronics,35916,5,179580,West
2025-02-04,Headphones,Electronics,7562,6,45372,South
2025-02-04,Headphones,Electronics,6226,5,31130,East
2025-02-04,Headphones,Electronics,2009,4,8036,North
2025-02-05,Phone,Electronics,66409,8,531272,North
2025-02-05,Laptop,Electronics,89741,2,179482,East
2025-02-06,Watch,Fashion,3837,5,19185,West
2025-02-06,Laptop,Electronics,92428,9,831852,North
2025-02-06,Watch,Fashion,3734,9,33606,North
2025-02-06,Headphones,Electronics,6422,4,25688,East
2025-02-06,Shoes,Fashion,7825,10,78250,North
2025-02-06,Shoes,Fashion,6127,9,55143,West
2025-02-07,Watch,Fashion,18189,8,145512,East
2025-02-07,Laptop,Electronics,65777,7,460439,South
2025-02-07,Watch,Fashion,7381,5,36905,East
2025-02-07,Phone,Electronics,71773,7,502411,North
2025-02-08,Watch,Fashion,12666,2,25332,West
2025-02-08,Shoes,Fashion,1109,6,6654,South
2025-02-08,Laptop,Electronics,131680,6,790080,South
2025-02-09,Shoes,Fashion,7420,5,37100,West
2025-02-09,Phone,Electronics,52782,3,158346,North
2025-02-09,Headphones,Electronics,5327,8,42616,North
2025-02-09,Watch,Fashion,2826,10,28260,South
2025-02-10,Shoes,Fashion,3363,9,30267,North
2025-02-10,Watch,Fashion,15600,2,31200,West
2025-02-10,Headphones,Electronics,10206,7,71442,West
2025-02-11,Phone,Electronics,66004,6,396024,West
2025-02-11,Headphones,Electronics,7596,1,7596,North
2025-02-11,Shoes,Fashion,5573,2,11146,West
2025-02-11,Phone,Electronics,41863,7,293041,South
2025-02-11,Phone,Electronics,71791,3,215373,North
2025-02-11,Laptop,Electronics,126751,7,887257,South
2025-02-12,Shoes,Fashion,1471,10,14710,North
2025-02-12,Shoes,Fashion,5982,6,35892,East
2025-02-12,Shoes,Fashion,2767,7,19369,East
2025-02-13,Laptop,Electronics,69769,6,418614,East
2025-02-13,Shoes,Fashion,3307,8,26456,East
2025-02-13,Laptop,Electronics,142118,2,284236,West
2025-02-13,Phone,Electronics,65541,10,655410,South
2025-02-13,Shoes,Fashion,3215,4,12860,East
2025-02-13,Phone,Electronics,70770,9,636930,West
2025-02-13,Headphones,Electronics,8996,9,80964,East
2025-02-14,Headphones,Electronics,3637,9,32733,East
2025-02-14,Laptop,Electronics,74324,7,520268,North
2025-02-14,Phone,Electronics,15698,8,125584,East
2025-02-15,Phone,Electronics,29403,8,235224,West
2025-02-15,Laptop,Electronics,114383,4,457532,North
2025-02-15,Phone,Electronics,76903,5,384515,West
2025-02-16,Phone,Electronics,75469,10,754690,South
2025-02-16,Laptop,Electronics,114420,10,1144200,South
2025-02-16,Shoes,Fashion,3111,10,31110,West
2025-02-16,Headphones,Electronics,12652,9,113868,West
2025-02-16,Watch,Fashion,7866,5,39330,South
2025-02-17,Shoes,Fashion,7323,5,36615,South
2025-02-17,Headphones,Electronics,14054,10,140540,South
2025-02-17,Shoes,Fashion,2428,7,16996,South
2025-02-18,Phone,Electronics,39386,3,118158,North
2025-02-18,Shoes,Fashion,7366,1,7366,South
2025-02-18,Shoes,Fashion,2726,2,5452,North
2025-02-19,Shoes,Fashion,3339,7,23373,North
2025-02-19,Phone,Electronics,24483,1,24483,East
2025-02-20,Laptop,Electronics,89092,9,801828,East
2025-02-20,Shoes,Fashion,1946,1,1946,West
2025-02-20,Phone,Electronics,72638,7,508466,North
2025-02-21,Headphones,Electronics,9387,2,18774,West
2025-02-21,Watch,Fashion,7949,6,47694,West
2025-02-22,Watch,Fashion,13004,9,117036,North
2025-02-22,Headphones,Electronics,13341,1,13341,West
2025-02-22,Shoes,Fashion,4109,1,4109,West
2025-02-22,Laptop,Electronics,54850,8,438800,South
2025-02-22,Phone,Electronics,46245,1,46245,South
2025-02-22,Watch,Fashion,17712,1,17712,West
2025-02-23,Phone,Electronics,70497,8,563976,North
2025-02-23,Shoes,Fashion,1524,10,15240,South
2025-02-23,Phone,Electronics,56019,6,336114,North
2025-02-23,Phone,Electronics,16907,7,118349,South
2025-02-23,Headphones,Electronics,2341,10,23410,West
2025-02-24,Shoes,Fashion,7862,8,62896,West
2025-02-24,Shoes,Fashion,7894,1,7894,East
2025-02-24,Headphones,Electronics,11285,3,33855,North
2025-02-25,Watch,Fashion,12555,7,87885,West
2025-02-25,Watch,Fashion,8764,8,70112,South
2025-02-25,Shoes,Fashion,3778,3,11334,West
2025-02-25,Laptop,Electronics,98995,9,890955,West
2025-02-26,Shoes,Fashion,2635,6,15810,South
2025-02-27,Phone,Electronics,58748,1,58748,South
2025-02-27,Laptop,Electronics,73726,5,368630,East
2025-02-27,Phone,Electronics,77359,8,618872,South
2025-02-27,Phone,Electronics,49933,2,99866,North
2025-02-28,Phone,Electronics,54973,2,109946,North
2025-02-28,Laptop,Electronics,79546,4,318184,North
2025-03-01,Laptop,Electronics,70294,5,351470,South
2025-03-01,Headphones,Electronics,5827,9,52443,East
2025-03-01,Shoes,Fashion,5810,8,46480,South
2025-03-02,Shoes,Fashion,7062,2,14124,West
2025-03-02,Watch,Fashion,17853,1,17853,South
2025-03-02,Shoes,Fashion,1534,9,13806,East
2025-03-02,Shoes,Fashion,6588,3,19764,South
2025-03-02,Headphones,Electronics,7045,2,14090,North
2025-03-02,Headphones,Electronics,8142,8,65136,West
2025-03-03,Headphones,Electronics,12688,10,126880,North
2025-03-03,Headphones,Electronics,14057,4,56228,West
2025-03-03,Shoes,Fashion,3452,6,20712,North
2025-03-03,Headphones,Electronics,4527,4,18108,West
2025-03-03,Watch,Fashion,10893,2,21786,South
2025-03-03,Laptop,Electronics,121881,10,1218810,South
2025-03-04,Shoes,Fashion,6456,10,64560,West
2025-03-04,Headphones,Electronics,14055,5,70275,North
2025-03-04,Headphones,Electronics,13553,7,94871,West
2025-03-04,Laptop,Electronics,94475,1,94475,South
2025-03-04,Phone,Electronics,25578,6,153468,East
2025-03-05,Phone,Electronics,15666,3,46998,West
2025-03-05,Headphones,Electronics,3497,4,13988,North
2025-03-06,Watch,Fashion,14174,1,14174,South
2025-03-06,Phone,Electronics,73477,7,514339,East
2025-03-06,Headphones,Electronics,10753,3,32259,North
2025-03-06,Headphones,Electronics,11664,2,23328,South
2025-03-06,Shoes,Fashion,4487,10,44870,West
2025-03-07,Headphones,Electronics,6100,8,48800,North
2025-03-07,Phone,Electronics,38633,7,270431,South
2025-03-07,Headphones,Electronics,5949,8,47592,South
2025-03-08,Headphones,Electronics,11986,9,107874,West
2025-03-08,Laptop,Electronics,74556,1,74556,North
2025-03-08,Headphones,Electronics,2578,10,25780,East
2025-03-08,Headphones,Electronics,6732,6,40392,East
2025-03-08,Shoes,Fashion,7572,9,68148,East
2025-03-08,Watch,Fashion,5484,4,21936,West
2025-03-09,Shoes,Fashion,3637,10,36370,South
2025-03-09,Watch,Fashion,6133,5,30665,South
2025-03-10,Phone,Electronics,37460,6,224760,West
2025-03-10,Shoes,Fashion,7170,8,57360,South
2025-03-10,Phone,Electronics,60136,3,180408,West
2025-03-10,Laptop,Electronics,139142,8,1113136,North
2025-03-10,Phone,Electronics,61643,6,369858,West
2025-03-11,Laptop,Electronics,138228,7,967596,West
2025-03-11,Phone,Electronics,22794,5,113970,East
2025-03-11,Phone,Electronics,69533,2,139066,West
2025-03-12,Laptop,Electronics,75127,7,525889,West
2025-03-12,Shoes,Fashion,2502,5,12510,East
2025-03-12,Headphones,Electronics,7276,4,29104,West
2025-03-12,Headphones,Electronics,11393,4,45572,West
2025-03-13,Phone,Electronics,41073,10,410730,North
2025-03-13,Shoes,Fashion,1802,2,3604,West
2025-03-13,Laptop,Electronics,127762,8,1022096,East
2025-03-13,Phone,Electronics,56344,6,338064,West
2025-03-13,Shoes,Fashion,5045,8,40360,West
2025-03-13,Phone,Electronics,69390,1,69390,South
2025-03-13,Laptop,Electronics,130952,3,392856,West
2025-03-13,Laptop,Electronics,139006,2,278012,East
2025-03-14,Headphones,Electronics,5667,6,34002,South
2025-03-14,Phone,Electronics,44894,7,314258,West
2025-03-15,Phone,Electronics,63795,7,446565,East
2025-03-16,Watch,Fashion,4091,2,8182,South
2025-03-16,Phone,Electronics,73949,5,369745,North
2025-03-16,Phone,Electronics,67703,5,338515,East
2025-03-16,Headphones,Electronics,8908,7,62356,North
2025-03-17,Watch,Fashion,14806,3,44418,East
2025-03-17,Headphones,Electronics,11268,1,11268,East
2025-03-18,Watch,Fashion,9520,9,85680,West
2025-03-18,Laptop,Electronics,102690,4,410760,South
2025-03-18,Phone,Electronics,33543,7,234801,East
2025-03-18,Watch,Fashion,18556,10,185560,West
2025-03-18,Watch,Fashion,4537,6,27222,West
2025-03-19,Phone,Electronics,76472,5,382360,South
2025-03-19,Laptop,Electronics,113243,8,905944,South
2025-03-19,Laptop,Electronics,58213,7,407491,North
2025-03-19,Laptop,Electronics,116468,10,1164680,North
2025-03-20,Shoes,Fashion,3449,9,31041,North
2025-03-20,Shoes,Fashion,4168,2,8336,South
2025-03-20,Headphones,Electronics,14916,9,134244,North
2025-03-20,Phone,Electronics,28221,10,282210,South
2025-03-20,Watch,Fashion,10724,4,42896,North
2025-03-20,Watch,Fashion,15379,1,15379,West
2025-03-20,Laptop,Electronics,108224,4,432896,South
2025-03-21,Shoes,Fashion,4743,9,42687,North
2025-03-21,Laptop,Electronics,96425,4,385700,West
2025-03-21,Headphones,Electronics,7169,10,71690,South
2025-03-21,Headphones,Electronics,2138,2,4276,South
2025-03-21,Laptop,Electronics,139196,3,417588,North
2025-03-21,Shoes,Fashion,4995,8,39960,South
2025-03-22,Phone,Electronics,47446,10,474460,East
2025-03-22,Headphones,Electronics,6133,9,55197,South
2025-03-22,Headphones,Electronics,11291,10,112910,South
2025-03-22,Headphones,Electronics,2980,8,23840,West
2025-03-23,Watch,Fashion,14673,10,146730,West
2025-03-23,Phone,Electronics,35907,7,251349,South
2025-03-23,Laptop,Electronics,67451,9,607059,North
2025-03-23,Headphones,Electronics,12213,2,24426,North
2025-03-23,Phone,Electronics,49251,4,197004,West
2025-03-23,Shoes,Fashion,7626,4,30504,East
2025-03-24,Laptop,Electronics,119119,10,1191190,South
2025-03-24,Laptop,Electronics,131181,4,524724,East
2025-03-24,Phone,Electronics,54684,5,273420,North
2025-03-24,Shoes,Fashion,6144,5,30720,West
2025-03-25,Shoes,Fashion,3155,1,3155,West
2025-03-25,Headphones,Electronics,12752,10,127520,East
2025-03-25,Phone,Electronics,53804,4,215216,South
2025-03-25,Laptop,Electronics,148729,6,892374,West
2025-03-25,Headphones,Electronics,11308,4,45232,North
2025-03-26,Shoes,Fashion,5900,6,35400,West
2025-03-26,Watch,Fashion,12367,1,12367,South
2025-03-26,Laptop,Electronics,108961,5,544805,East
2025-03-26,Laptop,Electronics,80718,6,484308,North
2025-03-26,Watch,Fashion,15470,2,30940,South
2025-03-26,Headphones,Electronics,14728,3,44184,East
2025-03-26,Headphones,Electronics,2926,10,29260,West
2025-03-27,Shoes,Fashion,6682,7,46774,South
2025-03-27,Laptop,Electronics,75280,8,602240,East
2025-03-28,Watch,Fashion,7404,1,7404,South
2025-03-28,Laptop,Electronics,76171,6,457026,West
2025-03-29,Phone,Electronics,31876,1,31876,East
2025-03-29,Headphones,Electronics,13097,3,39291,East
2025-03-29,Headphones,Electronics,11421,6,68526,East
2025-03-29,Headphones,Electronics,4447,5,22235,South
2025-03-30,Laptop,Electronics,132983,4,531932,South
2025-03-30,Watch,Fashion,4477,1,4477,West
2025-03-30,Laptop,Electronics,68691,2,137382,West
2025-03-31,Laptop,Electronics,89805,7,628635,North
2025-03-31,Shoes,Fashion,5445,4,21780,South
2025-03-31,Watch,Fashion,6417,1,6417,West
2025-03-31,Phone,Electronics,17117,9,154053,North
2025-04-01,Shoes,Fashion,2922,6,17532,East
2025-04-01,Phone,Electronics,52137,3,156411,West
2025-04-01,Watch,Fashion,14660,4,58640,North
2025-04-01,Shoes,Fashion,6841,2,13682,North
2025-04-01,Phone,Electronics,32191,2,64382,West
2025-04-01,Phone,Electronics,69517,2,139034,South
2025-04-01,Phone,Electronics,45292,9,407628,South
2025-04-01,Laptop,Electronics,139613,10,1396130,West
2025-04-01,Phone,Electronics,32007,7,224049,South
2025-04-01,Watch,Fashion,14701,1,14701,South
2025-04-02,Watch,Fashion,6788,1,6788,North
2025-04-02,Shoes,Fashion,6925,6,41550,East
2025-04-02,Watch,Fashion,16661,8,133288,West
2025-04-02,Laptop,Electronics,87025,4,348100,North
2025-04-02,Phone,Electronics,45157,2,90314,North
2025-04-03,Phone,Electronics,36385,5,181925,North
2025-04-03,Phone,Electronics,43952,9,395568,East
2025-04-03,Headphones,Electronics,4016,1,4016,South
2025-04-03,Phone,Electronics,47770,9,429930,South
2025-04-04,Phone,Electronics,53166,9,478494,North
2025-04-04,Phone,Electronics,38805,7,271635,West
2025-04-04,Shoes,Fashion,4554,7,31878,East
2025-04-04,Laptop,Electronics,74633,8,597064,East
2025-04-05,Watch,Fashion,11367,5,56835,South
2025-04-05,Headphones,Electronics,13719,8,109752,South
2025-04-05,Phone,Electronics,42561,5,212805,North
2025-04-05,Phone,Electronics,79215,5,396075,West
2025-04-05,Phone,Electronics,54973,10,549730,East
2025-04-05,Shoes,Fashion,6646,8,53168,South
2025-04-06,Phone,Electronics,52210,1,52210,South
2025-04-06,Phone,Electronics,70624,5,353120,South
2025-04-06,Headphones,Electronics,6882,7,48174,West
2025-04-07,Phone,Electronics,43321,7,303247,West
2025-04-07,Laptop,Electronics,59351,10,593510,West
2025-04-07,Shoes,Fashion,2877,9,25893,North
2025-04-07,Shoes,Fashion,2695,8,21560,East
2025-04-08,Watch,Fashion,16237,4,64948,East
2025-04-08,Shoes,Fashion,3787,8,30296,North
2025-04-08,Laptop,Electronics,53134,7,371938,East
2025-04-08,Watch,Fashion,16155,1,16155,North
2025-04-09,Phone,Electronics,29632,5,148160,East
2025-04-09,Shoes,Fashion,2910,4,11640,South
2025-04-09,Phone,Electronics,16659,9,149931,East
2025-04-09,Laptop,Electronics,103680,9,933120,North
2025-04-09,Watch,Fashion,13849,2,27698,East
2025-04-09,Watch,Fashion,18812,7,131684,East
2025-04-09,Headphones,Electronics,9005,1,9005,West
2025-04-10,Phone,Electronics,31205,10,312050,South
2025-04-11,Phone,Electronics,38153,2,76306,North
2025-04-11,Watch,Fashion,12072,10,120720,North
2025-04-12,Laptop,Electronics,54785,9,493065,South
2025-04-12,Phone,Electronics,45833,3,137499,South
2025-04-12,Laptop,Electronics,52223,10,522230,South
2025-04-12,Laptop,Electronics,95205,10,952050,West
2025-04-12,Shoes,Fashion,5132,4,20528,South
2025-04-13,Laptop,Electronics,140842,3,422526,West
2025-04-13,Laptop,Electronics,105691,1,105691,North
2025-04-14,Phone,Electronics,74852,8,598816,North
2025-04-14,Phone,Electronics,68592,7,480144,South
2025-04-14,Watch,Fashion,14141,10,141410,East
2025-04-14,Headphones,Electronics,7636,4,30544,North
2025-04-14,Headphones,Electronics,6208,2,12416,North
2025-04-15,Phone,Electronics,75493,5,377465,West
2025-04-15,Phone,Electronics,67398,6,404388,West
2025-04-15,Watch,Fashion,12624,8,100992,East
2025-04-15,Shoes,Fashion,4128,3,12384,South
2025-04-16,Headphones,Electronics,2098,8,16784,South
2025-04-16,Headphones,Electronics,14821,4,59284,South
2025-04-17,Watch,Fashion,7644,10,76440,North
2025-04-17,Laptop,Electronics,117518,10,1175180,West
2025-04-17,Shoes,Fashion,7632,8,61056,East
2025-04-17,Phone,Electronics,61720,10,617200,East
2025-04-17,Watch,Fashion,4184,2,8368,West
2025-04-18,Headphones,Electronics,3997,4,15988,South
2025-04-18,Laptop,Electronics,74034,2,148068,East
2025-04-18,Shoes,Fashion,2682,7,18774,West
2025-04-18,Shoes,Fashion,3735,1,3735,East
2025-04-18,Laptop,Electronics,69863,9,628767,West
2025-04-18,Phone,Electronics,77453,3,232359,South
2025-04-20,Headphones,Electronics,5099,1,5099,South
2025-04-20,Watch,Fashion,18060,1,18060,East
2025-04-20,Phone,Electronics,68419,3,205257,North
2025-04-20,Watch,Fashion,19380,8,155040,North
2025-04-20,Watch,Fashion,2419,4,9676,North
2025-04-20,Shoes,Fashion,5698,2,11396,South
2025-04-21,Laptop,Electronics,118107,7,826749,West
2025-04-21,Laptop,Electronics,127373,9,1146357,North
2025-04-21,Shoes,Fashion,3740,6,22440,West
2025-04-21,Laptop,Electronics,103973,1,103973,West
2025-04-21,Headphones,Electronics,8494,1,8494,West
2025-04-22,Phone,Electronics,40413,3,121239,East
2025-04-22,Headphones,Electronics,4548,9,40932,West
2025-04-23,Watch,Fashion,15157,2,30314,West
2025-04-23,Shoes,Fashion,7505,3,22515,South
2025-04-23,Phone,Electronics,20517,3,61551,North
2025-04-23,Shoes,Fashion,5934,9,53406,East
2025-04-23,Laptop,Electronics,110320,9,992880,South
2025-04-23,Shoes,Fashion,4839,3,14517,East
2025-04-23,Shoes,Fashion,4603,4,18412,West
2025-04-23,Headphones,Electronics,14829,8,118632,North
2025-04-24,Phone,Electronics,22700,4,90800,North
2025-04-24,Watch,Fashion,15887,6,95322,North
2025-04-24,Watch,Fashion,14698,2,29396,East
2025-04-24,Phone,Electronics,38113,3,114339,South
2025-04-24,Phone,Electronics,71848,6,431088,North
2025-04-24,Headphones,Electronics,10728,10,107280,West
2025-04-24,Headphones,Electronics,3366,3,10098,North
2025-04-25,Headphones,Electronics,13958,7,97706,South
2025-04-25,Shoes,Fashion,4633,9,41697,East
2025-04-25,Phone,Electronics,53349,6,320094,North
2025-04-25,Phone,Electronics,39782,5,198910,North
2025-04-26,Watch,Fashion,13856,10,138560,West
2025-04-26,Phone,Electronics,64400,10,644000,North
2025-04-26,Shoes,Fashion,2661,10,26610,North
2025-04-27,Shoes,Fashion,2903,9,26127,North
2025-04-28,Headphones,Electronics,13782,10,137820,North
2025-04-29,Laptop,Electronics,98029,7,686203,South
2025-04-29,Laptop,Electronics,80347,3,241041,North
2025-04-29,Phone,Electronics,19354,7,135478,East
2025-04-29,Watch,Fashion,18244,6,109464,South
2025-04-30,Phone,Electronics,72365,9,651285,North
2025-04-30,Laptop,Electronics,125943,5,629715,North
2025-04-30,Laptop,Electronics,108387,10,1083870,South
2025-05-01,Shoes,Fashion,2265,2,4530,North
2025-05-01,Laptop,Electronics,145933,1,145933,West
2025-05-01,Laptop,Electronics,138578,1,138578,South
2025-05-01,Shoes,Fashion,7377,4,29508,West
2025-05-01,Watch,Fashion,13788,7,96516,North
2025-05-01,Headphones,Electronics,9935,2,19870,North
2025-05-01,Laptop,Electronics,126174,3,378522,South
2025-05-01,Headphones,Electronics,3167,2,6334,North
2025-05-01,Shoes,Fashion,7954,8,63632,West
2025-05-02,Shoes,Fashion,5985,5,29925,East
2025-05-02,Shoes,Fashion,2225,8,17800,East
2025-05-02,Headphones,Electronics,7897,8,63176,North
2025-05-02,Headphones,Electronics,3659,7,25613,East
2025-05-02,Laptop,Electronics,144412,8,1155296,North
2025-05-02,Laptop,Electronics,74773,7,523411,West
2025-05-03,Laptop,Electronics,121864,4,487456,West
2025-05-03,Shoes,Fashion,5728,8,45824,South
2025-05-03,Shoes,Fashion,4418,10,44180,West
2025-05-03,Laptop,Electronics,84579,3,253737,North
2025-05-04,Shoes,Fashion,3827,6,22962,South
2025-05-04,Shoes,Fashion,5194,9,46746,West
2025-05-04,Phone,Electronics,73887,3,221661,West
2025-05-04,Laptop,Electronics,75852,5,379260,North
2025-05-04,Laptop,Electronics,69266,9,623394,South
2025-05-04,Phone,Electronics,15461,9,139149,East
2025-05-04,Phone,Electronics,59163,9,532467,South
2025-05-05,Shoes,Fashion,1962,1,1962,South
2025-05-06,Watch,Fashion,9518,10,95180,South
2025-05-06,Laptop,Electronics,145711,2,291422,North
2025-05-06,Headphones,Electronics,13847,9,124623,South
2025-05-06,Laptop,Electronics,148350,5,741750,South
2025-05-06,Shoes,Fashion,3482,3,10446,West
2025-05-07,Headphones,Electronics,2792,6,16752,West
2025-05-07,Shoes,Fashion,4342,5,21710,East
2025-05-08,Laptop,Electronics,103164,2,206328,South
2025-05-08,Watch,Fashion,17717,10,177170,East
2025-05-08,Shoes,Fashion,2683,6,16098,North
2025-05-08,Shoes,Fashion,4463,8,35704,South
2025-05-08,Watch,Fashion,13240,1,13240,South
2025-05-09,Watch,Fashion,8423,5,42115,East
2025-05-09,Watch,Fashion,9326,2,18652,West
2025-05-09,Laptop,Electronics,56655,4,226620,East
2025-05-09,Headphones,Electronics,11395,10,113950,East
2025-05-09,Shoes,Fashion,6973,2,13946,South
2025-05-09,Laptop,Electronics,70751,7,495257,West
2025-05-09,Phone,Electronics,62434,3,187302,North
2025-05-10,Shoes,Fashion,1314,1,1314,West
2025-05-10,Phone,Electronics,44819,4,179276,East
2025-05-10,Headphones,Electronics,7635,7,53445,South
2025-05-10,Watch,Fashion,16066,8,128528,West
2025-05-11,Headphones,Electronics,13233,2,26466,West
2025-05-11,Phone,Electronics,36580,6,219480,South
2025-05-11,Laptop,Electronics,102950,8,823600,North
2025-05-12,Headphones,Electronics,2553,5,12765,East
2025-05-12,Laptop,Electronics,85582,4,342328,South
2025-05-12,Headphones,Electronics,6146,9,55314,North
2025-05-12,Headphones,Electronics,4297,4,17188,North
2025-05-12,Laptop,Electronics,89475,1,89475,West
2025-05-13,Phone,Electronics,38935,3,116805,South
2025-05-13,Headphones,Electronics,7748,6,46488,East
2025-05-13,Headphones,Electronics,7105,1,7105,East
2025-05-13,Laptop,Electronics,73652,10,736520,West
2025-05-13,Watch,Fashion,15127,5,75635,West
2025-05-14,Shoes,Fashion,3640,10,36400,South
2025-05-14,Watch,Fashion,2514,8,20112,East
2025-05-14,Watch,Fashion,15132,5,75660,West
2025-05-15,Shoes,Fashion,2665,7,18655,South
2025-05-15,Watch,Fashion,12208,6,73248,North
2025-05-15,Headphones,Electronics,7600,10,76000,East
2025-05-16,Laptop,Electronics,98311,4,393244,East
2025-05-17,Phone,Electronics,47310,7,331170,North
2025-05-17,Phone,Electronics,74660,9,671940,West
2025-05-17,Watch,Fashion,18840,1,18840,South
2025-05-17,Shoes,Fashion,2656,1,2656,East
2025-05-17,Phone,Electronics,43919,6,263514,East
2025-05-17,Phone,Electronics,34635,8,277080,West
2025-05-18,Shoes,Fashion,7339,9,66051,West
2025-05-18,Watch,Fashion,13005,10,130050,North
2025-05-18,Phone,Electronics,43470,2,86940,North
2025-05-18,Watch,Fashion,10196,9,91764,North
2025-05-18,Watch,Fashion,19777,5,98885,East
2025-05-18,Headphones,Electronics,4396,2,8792,South
2025-05-19,Phone,Electronics,51985,7,363895,West
2025-05-19,Headphones,Electronics,6972,5,34860,South
2025-05-19,Shoes,Fashion,5098,7,35686,South
2025-05-20,Laptop,Electronics,91931,7,643517,East
2025-05-20,Headphones,Electronics,14117,6,84702,East
